EngagementID;ContentID;CampaignID;ProductID;ContentType;Likes;Views;Clicks;EngagementDate
1067;11;7;7;VIDEO;0;795;22;27.08.2025
1068;18;17;14;BLOG;0;345;6;19.08.2025
1069;15;1;7;SOCIAL MEDIA;0;939;23;17.11.2025
1070;33;12;1;NEWSLETTER;81;3852;432;09.09.2024
1071;45;7;4;BLOG;62;2275;348;27.05.2024
1072;7;18;8;BLOG;383;4927;1761;26.02.2023
1073;9;12;7;NEWSLETTER;80;2822;221;28.10.2023
1074;26;11;2;SOCIAL MEDIA;13;2016;119;16.09.2024
1075;37;9;6;NEWSLETTER;22;1678;199;28.12.2023
1076;36;11;2;SOCIAL MEDIA;15;906;109;20.06.2024
1077;44;3;3;NEWSLETTER;340;7789;1398;27.07.2023
1078;16;19;15;BLOG;0;605;15;10.11.2025
1079;44;2;15;VIDEO;3;457;35;20.01.2025
1080;46;18;10;SOCIAL MEDIA;188;6786;1710;21.06.2023
1081;25;15;5;VIDEO;371;4970;869;08.02.2023
1082;7;5;3;BLOG;25;954;178;18.09.2024
1083;4;6;3;NEWSLETTER;39;826;218;11.05.2024
1084;33;16;6;BLOG;250;4052;920;31.07.2023
1085;25;7;20;VIDEO;2;894;43;21.07.2025
1086;4;9;19;BLOG;50;4515;331;05.05.2024
1087;42;15;18;BLOG;1050;8672;3480;20.04.2023
1088;1;1;15;BLOG;2;1140;53;14.07.2025
1089;25;12;14;VIDEO;95;4569;727;15.08.2024
1090;50;14;20;BLOG;406;7412;1450;13.06.2023
1091;29;9;12;BLOG;44;1292;198;22.10.2023
1092;44;15;4;NEWSLETTER;0;254;12;13.12.2025
1093;46;8;5;NEWSLETTER;1;1482;48;28.04.2025
1094;24;19;20;NEWSLETTER;151;5018;1011;23.07.2023
1095;16;9;17;VIDEO;568;5586;1952;14.09.2023
1096;11;8;7;SOCIAL MEDIA;585;7548;3005;09.03.2023
1097;7;11;16;VIDEO;1;60;14;07.05.2024
1098;31;16;17;BLOG;16;978;150;25.08.2024
1099;28;6;13;NEWSLETTER;0;314;12;07.08.2025
1100;37;6;3;SOCIAL MEDIA;0;452;11;09.11.2025
1101;37;2;8;NEWSLETTER;117;3862;1164;26.01.2024
1102;41;16;12;BLOG;0;625;17;24.09.2025
1103;37;6;18;BLOG;1;1656;56;27.06.2025
1104;33;9;10;VIDEO;85;5628;537;18.02.2024
1105;35;20;7;BLOG;193;3374;720;30.05.2023
1106;22;4;8;VIDEO;1;1390;56;27.06.2025
1107;50;11;3;SOCIAL MEDIA;66;2997;364;10.05.2024
1108;3;9;12;NEWSLETTER;57;4811;250;13.07.2024
1109;42;2;7;VIDEO;126;2269;479;21.05.2024
1110;19;2;6;BLOG;0;497;17;23.09.2025
1111;14;1;8;NEWSLETTER;9;1562;194;22.12.2024
1112;30;13;16;NEWSLETTER;97;3189;904;22.01.2024
1113;7;1;17;NEWSLETTER;0;150;4;02.10.2025
1114;7;4;9;NEWSLETTER;64;3121;378;14.04.2024
1115;29;14;15;BLOG;0;465;18;12.10.2025
1116;22;2;16;SOCIAL MEDIA;1261;8688;3498;10.05.2023
1117;21;10;5;SOCIAL MEDIA;0;425;25;24.07.2025
1118;3;7;20;BLOG;262;4734;933;03.10.2023
1119;38;7;10;VIDEO;58;3822;536;30.09.2024
1120;34;15;5;BLOG;11;1421;139;07.05.2025
1121;38;8;15;NEWSLETTER;262;4963;928;10.03.2024
1122;35;17;2;BLOG;25;1972;334;19.10.2024
1123;3;11;18;NEWSLETTER;0;700;30;01.12.2025
1124;19;3;5;BLOG;5;1273;93;30.03.2025
1125;35;12;9;VIDEO;14;2496;107;24.10.2024
1126;15;1;14;VIDEO;706;5502;2056;27.04.2023
1127;16;11;6;BLOG;0;62;2;11.11.2025
1128;17;17;17;NEWSLETTER;506;5109;1351;04.08.2023
1129;18;4;8;VIDEO;259;6494;1798;10.04.2023
1130;11;4;2;NEWSLETTER;12;480;60;09.08.2024
1131;46;4;13;BLOG;60;4722;590;08.09.2023
1132;42;19;9;VIDEO;5;932;130;18.11.2024
1133;15;8;7;SOCIAL MEDIA;21;2030;198;17.02.2024
1134;11;1;11;NEWSLETTER;6;2597;137;09.02.2025
1135;19;11;18;SOCIAL MEDIA;1221;7362;3069;18.02.2023
1136;41;6;20;VIDEO;120;1022;265;14.01.2023
1137;30;18;3;VIDEO;5;2169;141;27.03.2025
1138;2;10;5;BLOG;71;1286;214;25.01.2023
1139;48;19;17;VIDEO;27;1328;230;10.01.2024
1140;18;11;20;NEWSLETTER;9;1222;137;26.04.2025
1141;34;20;13;BLOG;1;290;16;11.03.2025
1142;37;6;4;BLOG;134;3523;904;12.06.2023
1143;9;11;10;BLOG;44;2860;731;29.04.2024
1144;15;9;2;BLOG;45;1257;233;11.09.2024
1145;44;14;19;VIDEO;0;454;7;17.08.2025
1146;42;10;10;BLOG;10;406;82;15.02.2024
1147;38;7;3;NEWSLETTER;4;1182;76;04.07.2025
1148;8;2;9;VIDEO;47;872;148;15.08.2023
1149;22;17;5;VIDEO;9;2315;194;22.02.2025
1150;13;8;18;BLOG;34;1973;440;25.07.2024
1151;44;13;18;VIDEO;150;4006;586;09.03.2024
1152;17;5;1;VIDEO;0;725;22;15.08.2025
1153;19;17;4;VIDEO;0;194;10;18.08.2025
1154;16;15;18;SOCIAL MEDIA;63;4413;420;07.04.2024
1155;40;4;13;VIDEO;26;1170;166;19.11.2024
1156;26;5;4;BLOG;129;4591;872;04.08.2024
1157;2;6;4;BLOG;8;1508;104;11.06.2025
1158;33;6;20;SOCIAL MEDIA;134;3508;610;03.06.2023
1159;15;12;13;SOCIAL MEDIA;38;1708;282;23.02.2023
1160;38;12;5;SOCIAL MEDIA;38;2315;238;18.11.2024
1161;44;6;2;SOCIAL MEDIA;4;564;55;04.03.2025
1162;40;3;5;SOCIAL MEDIA;661;7705;1923;07.04.2023
1163;27;15;14;BLOG;46;969;141;28.09.2023
1164;15;15;15;NEWSLETTER;248;4842;988;25.12.2023
1165;27;6;6;NEWSLETTER;0;508;10;24.11.2025
1166;6;3;11;VIDEO;0;512;18;15.10.2025
1167;5;3;18;BLOG;14;1793;91;12.07.2024
1168;2;3;6;VIDEO;70;2452;459;18.05.2024
1169;41;18;1;VIDEO;0;128;1;19.11.2025
1170;24;6;20;BLOG;2;808;73;07.02.2025
1171;10;8;9;VIDEO;9;1625;120;13.06.2025
1172;23;3;19;VIDEO;15;885;163;27.08.2024
1173;13;18;14;BLOG;80;4615;930;10.05.2024
1174;11;3;5;SOCIAL MEDIA;480;5312;1684;20.02.2023
1175;20;10;14;SOCIAL MEDIA;155;3331;756;20.05.2024
1176;47;17;14;BLOG;0;27;0;09.11.2025
1177;5;17;2;SOCIAL MEDIA;0;687;13;24.10.2025
1178;39;1;12;SOCIAL MEDIA;1;567;21;23.07.2025
1179;38;11;10;NEWSLETTER;0;366;6;26.12.2025
1180;45;1;19;VIDEO;88;1152;307;11.04.2024
1181;13;7;12;BLOG;19;1677;202;01.11.2024
1182;32;20;15;BLOG;266;5537;1868;01.12.2023
1183;48;6;13;VIDEO;0;540;23;23.12.2025
1184;6;14;9;VIDEO;34;2425;368;31.12.2024
1185;25;10;15;NEWSLETTER;73;4036;579;03.03.2023
1186;28;7;6;NEWSLETTER;0;897;17;04.12.2025
1187;50;10;18;NEWSLETTER;21;880;74;13.08.2023
1188;20;14;7;NEWSLETTER;85;2044;457;12.06.2024
1189;32;4;15;BLOG;198;9570;1373;02.02.2023
1190;30;13;12;BLOG;0;24;1;14.06.2025
1191;33;4;18;VIDEO;1395;8295;3174;09.01.2023
1192;13;2;15;VIDEO;0;22;0;03.11.2025
1193;28;11;18;SOCIAL MEDIA;172;3593;862;08.09.2023
1194;17;12;13;SOCIAL MEDIA;3;672;30;09.04.2025
1195;29;20;7;VIDEO;135;4527;787;14.09.2023
1196;3;4;2;BLOG;0;243;14;24.08.2025
1197;25;5;9;VIDEO;1240;8445;2783;20.02.2023
1198;12;7;20;NEWSLETTER;65;3798;336;13.07.2024
1199;34;13;15;NEWSLETTER;0;742;18;29.12.2025
1200;36;19;15;VIDEO;2;504;45;10.04.2025
1201;40;20;1;SOCIAL MEDIA;155;4710;668;13.04.2023
1202;34;18;6;VIDEO;116;3421;406;04.01.2024
1203;28;8;10;BLOG;0;562;15;04.10.2025
1204;11;1;8;VIDEO;0;926;32;16.09.2025
1205;49;17;8;SOCIAL MEDIA;0;361;11;18.10.2025
1206;26;5;20;SOCIAL MEDIA;8;233;59;25.12.2023
1207;16;2;19;SOCIAL MEDIA;6;2388;217;13.02.2025
1208;29;15;20;SOCIAL MEDIA;15;689;80;02.05.2024
1209;22;11;9;VIDEO;92;2015;364;03.11.2023
1210;4;3;8;VIDEO;0;247;10;07.08.2025
1211;4;9;20;SOCIAL MEDIA;177;3932;525;20.09.2023
1212;19;10;16;BLOG;4;84;14;07.12.2023
1213;46;16;19;NEWSLETTER;11;381;69;02.04.2024
1214;5;13;8;VIDEO;106;4875;1239;11.11.2023
1215;16;14;18;VIDEO;32;787;148;03.04.2024
1216;22;14;7;NEWSLETTER;20;1742;170;21.01.2024
1217;39;3;16;NEWSLETTER;61;1420;324;11.07.2024
1218;21;11;6;VIDEO;779;4840;1780;26.04.2023
1219;11;17;8;VIDEO;0;269;6;25.10.2025
1220;38;2;2;VIDEO;42;3170;478;04.12.2024
1221;30;14;4;SOCIAL MEDIA;76;3298;524;11.08.2024
1222;16;5;4;NEWSLETTER;61;3428;588;11.12.2024
1223;2;16;5;NEWSLETTER;8;539;38;30.06.2024
1224;24;1;1;VIDEO;166;7066;1061;23.07.2023
1225;48;2;17;BLOG;205;2307;720;04.05.2023
1226;50;15;13;VIDEO;0;185;6;04.10.2025
1227;39;16;16;NEWSLETTER;1;447;37;04.01.2025
1228;19;4;11;BLOG;213;6768;846;31.08.2023
1229;24;7;2;SOCIAL MEDIA;261;4156;951;05.08.2023
1230;38;7;1;BLOG;90;6509;721;21.06.2023
1231;48;11;1;BLOG;0;122;5;12.09.2025
1232;3;9;15;SOCIAL MEDIA;74;3594;398;11.11.2023
1233;42;6;7;SOCIAL MEDIA;11;2810;167;28.01.2025
1234;45;20;11;BLOG;0;645;8;22.09.2025
1235;25;20;1;SOCIAL MEDIA;218;3374;1521;13.04.2023
1236;39;15;8;VIDEO;99;3785;714;19.09.2023
1237;32;2;7;BLOG;3;306;28;04.03.2025
1238;6;11;19;SOCIAL MEDIA;187;6483;668;13.11.2023
1239;46;16;3;NEWSLETTER;1220;7400;3016;10.03.2023
1240;36;17;8;SOCIAL MEDIA;1;669;32;05.10.2025
1241;26;12;2;BLOG;71;2646;851;01.10.2023
1242;12;9;8;BLOG;2;538;31;10.06.2025
1243;10;8;10;SOCIAL MEDIA;137;6361;951;29.10.2023
1244;43;6;15;BLOG;39;4120;758;14.09.2024
1245;17;20;10;SOCIAL MEDIA;48;4064;367;31.07.2024
1246;27;8;2;VIDEO;0;406;8;29.11.2025
1247;41;15;5;SOCIAL MEDIA;2;75;20;19.12.2023
1248;36;12;9;NEWSLETTER;511;5340;1990;14.08.2023
1249;22;15;18;NEWSLETTER;247;4797;1033;22.10.2023
1250;6;1;7;SOCIAL MEDIA;396;4216;1453;08.09.2023
1251;27;20;17;BLOG;102;4060;476;14.03.2023
1252;3;18;12;SOCIAL MEDIA;0;327;15;17.11.2025
1253;20;15;2;VIDEO;7;1594;96;12.06.2025
1254;21;14;11;BLOG;22;3450;411;20.09.2024
1255;48;19;4;BLOG;192;5004;1271;29.12.2023
1256;46;3;1;BLOG;44;781;173;20.11.2023
1257;47;10;10;NEWSLETTER;24;3289;162;22.12.2024
1258;10;12;14;VIDEO;63;3432;488;05.09.2024
1259;16;15;8;BLOG;3;1129;59;24.02.2025
1260;2;3;1;SOCIAL MEDIA;5;376;38;16.08.2024
1261;39;16;19;BLOG;1314;7167;3327;09.02.2023
1262;3;18;5;VIDEO;108;1196;292;18.07.2023
1263;32;12;5;VIDEO;19;2343;277;05.07.2024
1264;43;9;7;SOCIAL MEDIA;156;7538;1603;14.08.2023
1265;40;12;15;BLOG;133;4315;516;15.01.2023
1266;15;14;18;BLOG;230;2739;969;29.08.2023
1267;49;17;16;VIDEO;101;1229;385;21.05.2023
1268;40;20;14;VIDEO;41;3428;262;10.10.2024
1269;4;7;6;SOCIAL MEDIA;19;2121;223;02.02.2025
1270;38;13;1;VIDEO;136;3521;588;20.07.2024
1271;38;12;14;NEWSLETTER;0;304;14;27.06.2025
1272;26;15;10;SOCIAL MEDIA;329;6346;1640;03.11.2023
1273;49;15;13;NEWSLETTER;10;1231;99;08.12.2024
1274;36;5;19;SOCIAL MEDIA;2;785;42;21.03.2025
1275;36;13;3;VIDEO;24;596;100;23.08.2023
1276;29;11;5;NEWSLETTER;0;243;11;30.11.2025
1277;13;12;16;BLOG;2;2031;113;09.05.2025
1278;33;16;14;NEWSLETTER;18;1802;236;12.01.2024
1279;48;12;8;NEWSLETTER;137;2838;553;30.03.2024
1280;20;19;17;VIDEO;145;777;359;17.03.2023
1281;16;10;11;NEWSLETTER;8;355;28;17.12.2023
1282;44;11;2;VIDEO;0;261;10;06.12.2025
1283;19;4;5;BLOG;33;2098;269;07.01.2025
1284;45;14;1;VIDEO;310;6107;1918;01.02.2024
1285;5;8;18;NEWSLETTER;1;573;16;25.05.2025
1286;41;3;19;NEWSLETTER;0;793;15;06.08.2025
1287;46;11;11;BLOG;711;7697;2001;08.06.2023
1288;36;9;18;BLOG;0;750;16;06.08.2025
1289;49;4;9;NEWSLETTER;102;6432;585;08.12.2023
1290;27;6;8;SOCIAL MEDIA;9;2102;264;15.03.2025
1291;4;13;20;VIDEO;146;6240;1012;07.02.2023
1292;1;1;7;VIDEO;95;5100;528;30.04.2024
1293;39;20;4;VIDEO;0;415;10;17.06.2025
1294;15;13;10;NEWSLETTER;62;4464;1044;25.06.2024
1295;45;3;15;NEWSLETTER;158;6036;618;03.02.2024
1296;28;8;15;BLOG;17;1359;102;17.12.2024
1297;9;12;20;NEWSLETTER;0;836;20;13.12.2025
1298;38;1;7;VIDEO;49;3367;280;08.02.2024
1299;2;16;8;BLOG;39;2916;580;20.02.2024
1300;12;10;10;NEWSLETTER;84;888;230;15.03.2023
1301;47;17;8;SOCIAL MEDIA;65;3555;444;30.01.2024
1302;31;14;5;VIDEO;0;324;16;20.08.2025
1303;3;14;6;NEWSLETTER;90;5143;603;12.06.2024
1304;47;19;2;SOCIAL MEDIA;192;6299;1763;10.10.2023
1305;13;20;11;VIDEO;22;1000;119;10.04.2023
1306;18;20;5;SOCIAL MEDIA;6;1500;109;16.02.2025
1307;28;17;20;NEWSLETTER;25;570;160;02.02.2024
1308;26;20;8;NEWSLETTER;33;2880;519;09.08.2024
1309;5;4;13;SOCIAL MEDIA;0;29;1;30.08.2025
1310;39;12;17;SOCIAL MEDIA;19;1071;108;01.08.2024
1311;2;3;12;BLOG;1;96;26;21.12.2023
1312;1;17;3;BLOG;18;988;104;16.09.2024
1313;18;4;18;BLOG;8;297;56;02.09.2024
1314;48;12;20;SOCIAL MEDIA;0;803;12;26.12.2025
1315;15;17;13;VIDEO;0;84;4;09.12.2025
1316;12;9;1;VIDEO;360;6122;1217;08.05.2023
1317;25;19;5;SOCIAL MEDIA;44;701;203;28.03.2024
1318;1;5;7;BLOG;263;6963;1336;23.06.2023
1319;12;14;13;NEWSLETTER;15;3459;341;30.11.2024
1320;46;1;8;VIDEO;10;618;144;20.06.2024
1321;16;1;11;BLOG;251;5522;758;10.01.2023
1322;39;6;1;BLOG;59;3479;579;07.09.2023
1323;50;12;11;SOCIAL MEDIA;7;701;115;15.09.2024
1324;49;18;18;VIDEO;370;3407;1027;01.04.2023
1325;25;7;4;SOCIAL MEDIA;0;154;7;23.12.2025
1326;44;11;8;BLOG;289;7168;1026;22.02.2023
1327;44;6;6;SOCIAL MEDIA;1;1010;43;10.06.2025
1328;34;12;13;SOCIAL MEDIA;1;1200;60;31.07.2025
1329;23;16;1;VIDEO;114;3112;763;24.04.2024
1330;17;10;15;BLOG;1;1041;48;23.08.2025
1331;28;16;6;VIDEO;14;585;151;19.05.2024
1332;43;14;20;NEWSLETTER;93;5626;431;19.04.2024
1333;37;15;6;VIDEO;50;2917;339;11.01.2025
1334;14;20;17;NEWSLETTER;0;353;15;06.11.2025
1335;46;4;5;BLOG;34;2370;257;10.03.2025
1336;31;2;15;BLOG;162;5023;788;05.05.2024
1337;35;9;14;BLOG;36;2519;171;20.07.2024
1338;35;15;7;NEWSLETTER;36;2763;254;27.01.2025
1339;21;9;18;SOCIAL MEDIA;255;2488;767;12.11.2023
1340;5;2;16;SOCIAL MEDIA;17;2657;112;14.12.2024
1341;45;17;4;NEWSLETTER;291;8212;1563;22.06.2023
1342;8;15;12;SOCIAL MEDIA;0;642;7;08.10.2025
1343;24;19;10;BLOG;105;3326;453;27.06.2024
1344;15;8;6;SOCIAL MEDIA;216;7037;2173;08.09.2023
1345;12;6;5;BLOG;7;1432;119;08.06.2025
1346;3;3;15;NEWSLETTER;3;1263;74;29.06.2025
1347;19;11;4;VIDEO;5;1037;133;28.01.2025
1348;29;10;19;SOCIAL MEDIA;267;3893;1415;06.04.2023
1349;5;16;9;SOCIAL MEDIA;8;530;78;18.11.2024
1350;33;3;3;BLOG;0;899;13;30.08.2025
1351;29;7;20;VIDEO;176;6783;506;11.11.2023
1352;38;5;7;NEWSLETTER;8;554;72;29.01.2025
1353;18;4;11;VIDEO;24;3083;224;14.12.2024
1354;43;9;13;SOCIAL MEDIA;265;4002;939;08.04.2023
1355;15;20;11;BLOG;90;4537;495;07.05.2024
1356;46;1;18;VIDEO;1;298;13;13.03.2025
1357;10;19;17;SOCIAL MEDIA;0;561;17;05.10.2025
1358;7;9;7;VIDEO;1;912;35;22.08.2025
1359;12;20;9;VIDEO;216;8618;865;20.04.2023
1360;22;4;19;BLOG;170;5746;1768;27.01.2024
1361;13;1;7;VIDEO;20;3485;314;11.07.2024
1362;20;19;9;BLOG;77;3658;574;25.12.2023
1363;22;13;9;NEWSLETTER;61;2113;445;22.05.2024
1364;8;6;15;VIDEO;401;3483;1576;16.02.2023
1365;31;6;15;NEWSLETTER;0;510;7;29.09.2025
1366;9;19;11;NEWSLETTER;83;4019;394;13.11.2023
1367;34;1;11;BLOG;1;159;13;04.08.2024
1368;16;14;20;NEWSLETTER;12;2901;222;24.01.2025
1369;45;14;16;SOCIAL MEDIA;73;2203;512;20.06.2024
1370;27;16;14;VIDEO;153;3746;409;12.08.2023
1371;36;12;1;NEWSLETTER;0;413;11;17.10.2025
1372;13;17;4;BLOG;143;6419;636;06.03.2023
1373;32;20;3;SOCIAL MEDIA;8;211;64;22.02.2023
1374;22;18;6;SOCIAL MEDIA;0;725;28;27.08.2025
1375;28;7;17;SOCIAL MEDIA;9;1644;99;10.03.2025
1376;38;16;18;NEWSLETTER;96;4573;622;26.02.2024
1377;38;2;16;SOCIAL MEDIA;0;69;1;18.09.2025
1378;10;19;8;NEWSLETTER;3;615;73;18.11.2024
1379;45;7;10;NEWSLETTER;23;2101;234;21.08.2024
1380;5;15;3;SOCIAL MEDIA;35;1550;278;20.02.2024
1381;11;16;10;BLOG;85;3184;602;19.08.2024
1382;50;13;18;NEWSLETTER;0;545;14;10.09.2025
1383;25;16;18;NEWSLETTER;5;2047;192;12.04.2025
1384;10;19;18;NEWSLETTER;197;8551;1148;28.04.2023
1385;27;1;15;VIDEO;2;691;27;27.05.2025
1386;24;15;13;VIDEO;0;731;12;31.12.2025
1387;10;9;18;SOCIAL MEDIA;8;2099;94;18.10.2024
1388;38;9;8;NEWSLETTER;112;3864;761;29.01.2024
1389;31;16;6;SOCIAL MEDIA;99;6109;1102;21.02.2024
1390;10;12;18;VIDEO;0;64;1;04.12.2025
1391;18;14;1;BLOG;71;3047;492;12.09.2024
1392;28;3;16;BLOG;29;1832;300;02.12.2024
1393;28;20;13;SOCIAL MEDIA;10;3004;146;18.01.2025
1394;15;5;1;BLOG;3;238;25;06.02.2024
1395;9;15;20;NEWSLETTER;13;615;88;10.01.2025
1396;6;4;12;VIDEO;81;1341;245;11.09.2023
1397;9;1;17;SOCIAL MEDIA;13;1547;156;27.03.2025
1398;11;12;3;SOCIAL MEDIA;0;409;15;26.08.2025
1399;45;7;18;NEWSLETTER;362;6377;1878;15.05.2023
1400;20;11;6;VIDEO;102;2175;401;22.05.2023
1401;9;3;13;VIDEO;2;689;37;04.06.2025
1402;1;20;8;SOCIAL MEDIA;113;4459;389;17.09.2023
1403;29;3;10;NEWSLETTER;44;2365;458;25.10.2024
1404;28;19;20;BLOG;7;1403;91;03.01.2025
1405;12;14;10;VIDEO;76;2658;555;01.03.2024
1406;5;19;9;SOCIAL MEDIA;0;269;4;04.11.2025
1407;17;13;3;VIDEO;4;1008;58;05.06.2025
1408;50;15;16;VIDEO;27;999;144;20.07.2024
1409;35;9;12;SOCIAL MEDIA;160;4142;965;11.01.2024
1410;48;14;9;SOCIAL MEDIA;6;902;73;13.06.2025
1411;20;4;15;SOCIAL MEDIA;454;8348;1133;11.01.2023
1412;23;11;4;VIDEO;0;824;10;24.12.2025
1413;46;3;19;SOCIAL MEDIA;74;3591;465;29.03.2024
1414;27;6;17;VIDEO;238;5570;1488;23.06.2023
1415;46;10;6;NEWSLETTER;37;1710;315;30.08.2024
1416;20;16;12;NEWSLETTER;0;433;4;29.12.2025
1417;30;11;8;VIDEO;467;4952;1314;05.07.2023
1418;26;17;1;VIDEO;19;1424;302;27.06.2024
1419;45;16;19;NEWSLETTER;104;3026;532;19.04.2024
1420;24;9;13;BLOG;10;1660;247;27.01.2025
1421;29;13;11;VIDEO;1032;8472;3036;08.04.2023
1422;4;2;1;VIDEO;1977;9399;4238;01.02.2023
1423;20;18;4;BLOG;0;899;22;21.08.2025
1424;14;17;6;SOCIAL MEDIA;48;1868;239;14.09.2024
1425;21;10;2;VIDEO;5;2016;117;27.01.2025
1426;32;1;17;BLOG;16;2280;232;22.01.2025
1427;2;19;18;NEWSLETTER;125;4319;1168;02.09.2023
1428;43;8;17;VIDEO;506;5778;1846;13.03.2023
1429;4;9;1;SOCIAL MEDIA;83;4108;462;01.09.2024
1430;33;4;13;VIDEO;19;1649;131;07.12.2024
1431;20;2;16;VIDEO;24;2089;286;27.12.2024
1432;8;2;4;BLOG;5;734;71;11.12.2024
1433;24;14;19;SOCIAL MEDIA;200;3663;1371;27.07.2023
1434;20;19;16;NEWSLETTER;4;808;93;02.11.2024
1435;43;5;19;BLOG;40;5138;285;09.06.2024
1436;13;11;20;SOCIAL MEDIA;318;3507;1283;02.08.2023
1437;20;16;14;VIDEO;16;947;205;07.09.2023
1438;40;16;11;VIDEO;262;4649;1173;23.01.2024
1439;39;5;3;VIDEO;1;1040;19;13.07.2025
1440;16;13;4;SOCIAL MEDIA;1;869;41;23.11.2025
1441;15;12;10;SOCIAL MEDIA;48;5919;550;09.01.2024
1442;17;1;11;BLOG;0;1049;30;23.07.2025
1443;11;19;13;NEWSLETTER;360;6111;1076;22.08.2023
1444;42;11;16;NEWSLETTER;2;426;24;20.03.2025
1445;18;17;12;BLOG;122;4625;412;17.12.2023
1446;44;15;6;NEWSLETTER;42;4096;458;27.11.2023
1447;33;11;2;NEWSLETTER;23;563;171;27.08.2023
1448;10;19;16;BLOG;0;282;8;15.10.2025
1449;37;18;7;SOCIAL MEDIA;12;192;46;23.10.2023
1450;8;20;9;SOCIAL MEDIA;85;2183;319;15.05.2024
1451;16;14;19;VIDEO;1052;5115;2329;16.01.2023
1452;13;6;7;BLOG;1;215;16;03.02.2025
1453;20;1;12;SOCIAL MEDIA;3;1108;57;07.04.2025
1454;5;6;19;SOCIAL MEDIA;1;1261;96;15.07.2025
1455;17;14;1;BLOG;429;7064;1425;07.10.2023
1456;8;15;19;VIDEO;1;818;25;26.12.2025
1457;35;15;17;VIDEO;283;4168;905;05.02.2023
1458;8;18;5;VIDEO;0;335;9;20.07.2025
1459;14;6;18;BLOG;191;3254;571;23.09.2023
1460;10;10;14;SOCIAL MEDIA;0;26;0;10.12.2025
1461;23;15;12;BLOG;0;1104;14;23.08.2025
1462;19;19;3;BLOG;32;321;97;31.10.2023
1463;14;19;2;NEWSLETTER;16;1532;230;15.12.2023
1464;45;16;15;NEWSLETTER;300;3926;1740;22.04.2023
1465;6;1;20;VIDEO;8;551;67;19.03.2025
1466;14;11;11;VIDEO;7;409;89;08.06.2024
1467;49;1;6;VIDEO;0;375;13;06.08.2025
1468;26;14;2;VIDEO;1;795;31;25.10.2025
1469;34;8;4;NEWSLETTER;106;819;295;26.07.2023
1470;47;12;5;SOCIAL MEDIA;55;2482;188;21.01.2024
1471;10;5;16;VIDEO;499;8486;2343;09.04.2023
1472;46;3;12;SOCIAL MEDIA;608;5369;2089;15.01.2023
1473;49;10;5;SOCIAL MEDIA;243;5260;914;31.01.2023
1474;39;16;14;SOCIAL MEDIA;371;3869;1072;09.09.2023
1475;27;7;7;VIDEO;628;5173;2073;27.03.2023
1476;13;17;12;VIDEO;583;5869;1582;24.01.2023
1477;11;12;11;BLOG;2;985;45;16.08.2025
1478;33;2;8;BLOG;161;1702;693;23.04.2023
1479;35;14;6;VIDEO;13;847;64;12.05.2024
1480;7;17;14;BLOG;11;1262;80;14.12.2024
1481;18;4;7;NEWSLETTER;1;284;14;17.07.2024
1482;18;20;6;NEWSLETTER;61;764;168;04.07.2023
1483;28;6;7;VIDEO;179;3039;653;12.11.2023
1484;44;20;17;BLOG;2;448;51;17.09.2024
1485;25;7;3;VIDEO;3;1155;68;11.04.2025
1486;20;9;15;NEWSLETTER;5;973;94;08.03.2025
1487;16;1;4;BLOG;145;3941;575;31.05.2024
1488;13;4;7;BLOG;25;2854;316;26.01.2025
1489;41;12;5;VIDEO;31;1330;195;05.12.2024
1490;2;7;2;SOCIAL MEDIA;7;521;40;04.09.2024
1491;17;10;3;SOCIAL MEDIA;103;2088;475;08.09.2023
1492;18;3;1;NEWSLETTER;51;3409;543;13.11.2023
1493;46;9;6;BLOG;2;666;66;08.05.2025
1494;18;18;6;BLOG;17;2213;273;20.03.2024
1495;5;19;1;SOCIAL MEDIA;0;898;13;28.07.2025
1496;10;4;3;VIDEO;7;2100;78;26.03.2025
1497;9;1;8;NEWSLETTER;0;452;21;21.11.2025
1498;1;4;11;BLOG;0;851;20;23.11.2025
1499;24;15;6;SOCIAL MEDIA;162;4293;918;11.04.2024
1500;27;12;8;BLOG;346;6044;1774;15.07.2023
1501;13;17;10;NEWSLETTER;4;1731;103;06.03.2025
1502;30;5;12;VIDEO;508;6332;2283;26.09.2023
1503;23;14;2;NEWSLETTER;0;670;27;10.06.2025
1504;15;2;18;VIDEO;73;3222;503;09.06.2024
1505;41;4;9;VIDEO;16;1046;97;15.12.2024
1506;39;7;5;SOCIAL MEDIA;261;2117;857;21.07.2023
1507;36;1;11;BLOG;26;1150;205;01.11.2024
1508;12;20;6;NEWSLETTER;0;314;18;22.06.2025
1509;14;15;3;NEWSLETTER;0;732;14;14.09.2025
1510;7;19;8;VIDEO;2;2438;84;08.02.2025
1511;44;20;14;BLOG;9;2009;125;19.04.2025
1512;1;6;1;VIDEO;11;2460;173;06.12.2024
1513;22;1;7;SOCIAL MEDIA;60;2964;289;08.01.2024
1514;38;15;15;BLOG;230;4938;1467;22.02.2023
1515;22;4;5;SOCIAL MEDIA;1221;8826;3729;12.04.2023
1516;50;20;7;BLOG;2;1001;76;26.06.2025
1517;35;19;16;NEWSLETTER;20;1287;102;11.09.2024
1518;46;10;9;NEWSLETTER;0;416;10;06.10.2025
1519;9;6;1;NEWSLETTER;354;2930;975;21.10.2023
1520;26;15;6;BLOG;1;1905;53;12.03.2025
1521;48;11;17;NEWSLETTER;119;2964;913;12.02.2024
